RecipeId,Name,CookMins,PrepMins,TotalMins,IngredientList,Quantities,Keywords,Images,RecipeCategory,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeInstructions
354091,Colcannon,10,40,50,"[""potatoes"", ""onion"", ""garlic cloves"", ""bacon"", ""green cabbage"", ""milk"", ""butter"", ""cheddar cheese""]","[""8"", ""1"", ""2"", ""6"", ""200"", ""100""]","[""Vegetable"", ""European"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""St. Patrick's Day"", ""< 60 Mins""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/40/91/picUMdxPu.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/40/91/picVZ4dlH.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/40/91/picmd2RGD.jpg""]",Potato,510.2,11.3,3.9,17.7,233.0,90.9,11.9,5.8,13.8,"[""Fry the garlic, onion and bacon together until the onion is cooked, but not browned. Set to one side."", ""Boil the cabbage in boiling salted water until tender. Drain and set to one side."", ""Boil the potatoes in salted water until tender. Drain and mash to remove all lumps. Add butter to taste. Add the hot milk- the milk being hot makes the mash lovely and fluffy."", ""Combine the mash, cabbage and onion/bacon mix in a large pot. Check for seasoning- it may not need much salt due to the bacon."", ""Place the entire mixture into an oiled oven dish and top with some grated cheese."", ""Pop in an oven which has been pre-heated to 180\u00b0C."", ""Everything is cooked and hot, so just leave in the oven until the cheese is melted to your taste- for me about 10 minutes."", ""Serve as a side, or eat the whole thing yourself!""]"
88615,Fresh Garlic Green Beans with Olives,20,15,35,"[""olive oil"", ""garlic"", ""butter"", ""yellow onion"", ""oregano"", ""black olives"", ""fresh green beans"", ""chicken broth""]","[""1"", ""6"", ""1"", ""1"", ""1 1/2"", ""1/2"", ""1 1/2"", ""1""]","[""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""Christmas"", ""Thanksgiving"", ""< 60 Mins"", ""Easy"", ""Inexpensive""]",[],Vegetable,151.4,8.6,2.7,7.6,369.3,16.8,6.7,3.4,4.9,"[""Warm oil in a large skillet."", ""Add garlic and let cook for 1 minute, then add the butter and let melt."", ""Add onion and oregano and cook until onion is soft."", ""Then add olives, green beans, and broth."", ""Cook until beans are crispy-tender and sprinkle with salt and pepper according to your taste.""]"
281900,Lobster BLT,15,15,30,"[""salt"", ""smoked bacon"", ""celery"", ""fresh lemon juice"", ""romaine lettuce"", ""butter lettuce"", ""tomatoes"", ""mayonnaise"", ""basil leaves"", ""olive oil""]","[""1 3/4"", ""4"", ""1"", ""1"", ""4"", ""4"", ""2 -4"", ""1"", ""1/4"", ""2 1/2""]","[""< 30 Mins""]",[],Lunch/Snacks,1085.3,71.1,14.8,184.3,2986.4,58.7,2.5,10.9,52.6,"[""To cook the lobsters: Fill a large pot with enough water to come about 2 inches up the sides of the pot. Bring to a boil over high heat. Add a pinch of salt. Add the lobsters, shell side down, cover, and let steam for 12 minutes. Drain the lobsters and let cool."", ""When the lobster is cool enough to handle, remove the meat from the tails and claws and very coarsely chop. You should have between 1 2/3 and 1 3/4 cups of meat. Set aside in a medium bowl. )Save the bodies and shells for snacking on or for making a lobster broth)."", ""Cook the bacon in a skillet until crisp on both sides, about 10 minutes. Drain on paper towels and set aside."", ""To make the basil a\u00efoli: In a small bowl, whisk together the mayonnaise, basil, and oil. Season to taste with salt and pepper. Cover and refrigerate; the a\u00efoli will keep for several days. (You will have more a\u00efoli than you need here; save for use in chicken sandwiches, chickensalad, roast beef and cheddar cheese sandwiches, and more.)Add the celery to the lobster. Fold in 2 tablespoons of the a\u00efoli and the lemon juice to lightly coat the ingredients. Season with salt and pepper. Store in the refrigerator for up to 6 hours if not making the BLTs at once."", ""To assemble a BLT: Lightly toast the bread. Spread the toast with a light dollop of the basil a\u00efoli, just under a tablespoon on each piece of bread. Divide the bacon, lettuce leaves, tomato slices, and lobster salad between 2 slices of the toast. Cover with the remaining 2 slices toast. Slice the sandwiches in half on the diagonal.""]"
276496,Roasted Chickpeas,40,5,45,"[""chickpeas"", ""cayenne pepper"", ""olive oil""]","[""1"", ""1"", ""2"", ""1""]","[""Low Cholesterol"", ""Healthy"", ""< 60 Mins"", ""Easy""]",[],Beans,97.5,1.7,0.2,0.0,226.2,17.3,3.4,0.0,3.8,"[""mix everything together."", ""put on a roasting pan"", ""back for 40 min at 350.""]"
155645,Joe's Special,10,20,30,"[""eggs"", ""Tabasco sauce"", ""salt"", ""dried basil"", ""oregano"", ""fresh ground black pepper"", ""olive oil"", ""unsalted butter"", ""yellow onion"", ""lean ground beef"", ""fresh spinach""]","[""6"", ""1"", ""1/2"", ""1/2"", ""1"", ""1"", ""1"", ""1/2"", ""3/4 - 1""]","[""Spinach"", ""Greens"", ""Vegetable"", ""Very Low Carbs"", ""< 30 Mins"", ""Stove Top""]",[],Breakfast,297.4,19.8,7.0,361.7,792.5,6.7,2.4,2.1,23.5,"[""Break open the eggs into a small bowl; add in the Tabasco, salt, basil, and pepper; whisk to combine (you should still see large bubbles); set aside."", ""Heat the oil and butter in a large skillet over medium heat until the butter melts."", ""Add in the onion; stir/saute for 4 minutes or until soft but not beginning to brown."", ""Add in the ground beef; continue cooking until meat is browned, breaking meat into small pieces as it cooks."", ""Cover with the spinach, place the lid over the mixture, and cook for about 3 minutes, just until the spinach wilts (if using thawed frozen spinach, cook, covered, for 1 minute)."", ""Stir the spinach into the meat, cooking briefly to eliminate excess liquid if the mixture seems watery."", ""Pour the egg mixture over all; stirring with a spatula from the bottom until the eggs begin to set."", ""Remove from heat and stir a few more times; serve immediately.""]"
96402,Bolognese Sauce,30,10,40,"[""onion"", ""garlic"", ""olive oil"", ""plum tomatoes"", ""tomato puree"", ""oregano"", ""red wine"", ""sugar"", ""mustard"", ""Worcestershire sauce""]","[""1"", ""1"", ""4"", ""2"", ""1"", ""2"", ""1"", ""1/8"", ""1/2"", ""1""]","[""Meat"", ""European"", ""< 60 Mins"", ""Beginner Cook"", ""Stove Top"", ""Easy""]",[],Stew,399.9,28.7,9.6,77.1,83.7,10.5,2.0,5.3,22.2,"[""Gently fry the onions and garlic in the olive oil until transparent."", ""Add the minced meat and fry until brown."", ""Add the remaining ingredients and gently simmer for approximately half an hour."", ""Serve.""]"
73827,Biscuits and gravy,20,5,25,"[""bulk pork sausage"", ""butter"", ""margarine"", ""all-purpose flour"", ""salt"", ""pepper"", ""milk""]","[""1"", ""2"", ""6"", ""1/4"", ""1"", ""3 1/2""]","[""Breakfast"", ""Meat"", ""< 30 Mins""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/73/82/7/picXaGhcN.jpg""]",Breads,376.7,24.8,11.5,101.1,249.2,12.3,0.2,0.0,24.9,"[""In a large saucepan, cook the sausage over medium heat until no longer pink."", ""Stir in the butter until its melted."", ""Sprinkle the mixture with the flour."", ""Gradually stir in the milk, salt, and pepper."", ""Bring the gravy to a boil and cook and stir for 2 minutes until thickened."", ""Serve over biscuits.""]"
424763,Malaysian Baked Papaya With Ginger,25,10,35,"[""papayas"", ""amaretti cookies"", ""raisins"", ""lime"", ""pistachios"", ""light muscovado sugar"", ""heavy cream""]","[""2"", ""2"", ""8"", ""3"", ""1"", ""1/4"", ""1"", ""4""]","[""Papaya"", ""Tropical Fruits"", ""Fruit"", ""Nuts"", ""Malaysian"", ""Asian"", ""Sweet"", ""Brunch"", ""< 60 Mins""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/42/47/63/picP7guVS.jpg""]",Dessert,252.2,11.2,4.7,100.8,44.4,35.7,4.2,18.8,5.3,"[""Preheat the oven to 400 degrees F (200 degrees C)."", ""Cut the papayas in half lengthwise and scoop out the seeds. Place the halves (cut side up) in a large glass baking dish and set them aside while you prepare the filling/topping."", ""Cut the stem ginger into thin matchsticks. Combine the ginger with the crushed amaretti and raisins in a medium mixing bowl. Stir in the lime juice, lime zest, and two-thirds of the nuts. Add the sugar and 4 tbs of cream. Mix well."", ""Divide the filling evenly amongst the papaya halves. Drizzle with the reserved ginger syrup and sprinkle with the reserved chopped nuts. Bake for about 25 minutes, or until papaya is tender. Serve slightly warm with the extra cream.""]"
215543,Lulu's Carrot Cupcakes,30,10,40,"[""all-purpose flour"", ""cake flour"", ""baking powder"", ""baking soda"", ""cinnamon"", ""eggs"", ""granulated sugar"", ""carrots"", ""walnuts"", ""light cream cheese"", ""unsalted butter"", ""confectioners' sugar"", ""pure vanilla extract""]","[""1/2"", ""1/2"", ""1"", ""1/2"", ""1/2"", ""2"", ""1"", ""1"", ""1 1/2"", ""1"", ""1"", ""4"", ""6"", ""2"", ""1"", ""1""]","[""Pineapple"", ""Tropical Fruits"", ""Fruit"", ""Vegetable"", ""< 60 Mins""]",[],Dessert,501.9,33.5,8.3,57.8,143.5,48.3,1.3,37.3,4.7,"[""Set oven to 350 degrees. Have on hand a muffin tin and line it with pleated paper or foil baking cups."", ""In a large bowl, sift together flour, cake flour, baking powder, baking soda, and cinnamon and set aside."", ""In a separate bowl, using a hand mixer on medium speed, beat eggs and sugar until smooth. Add the oil and mix until incorporated. Using a wooden spoon, stir the flour mixture into the egg mixture until incorporated, then fold in carrots, walnuts, and pineapple. Be careful not to overmix."", ""Pour batter into cups. Bake 25 to 30 minutes or until a cake tester inserted in the center comes out clean. Cool in pans on a wire rack before frosting."", ""For the frosting:."", ""In a small bowl using a hand mixer on medium speed, beat the cream cheese and butter together until smooth, Add sugar, milk, and vanilla and beat another 5 minutes or until very fluffy.""]"
411838,Dutch Cocoa &amp; Pumpkin Brownies (Cake-Like),30,20,50,"[""dark brown sugar"", ""white sugar"", ""flour"", ""baking powder"", ""salt"", ""pumpkin pie spice"", ""pumpkin puree"", ""butter"", ""eggs"", ""vanilla"", ""butter"", ""corn syrup"", ""vanilla"", ""powdered sugar"", ""hot water""]","[""1"", ""1"", ""1"", ""2"", ""1"", ""1/2"", ""1 1/2"", ""1"", ""3"", ""2"", ""2"", ""3"", ""3"", ""1"", ""1/2"", ""1"", ""2 -3""]","[""Cookie & Brownie"", ""Healthy"", ""< 60 Mins""]","[""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/18/38/picH9GcFt.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/41/18/38/picdS3nOG.jpg""]",Dessert,230.4,5.3,3.1,33.7,126.4,45.0,2.3,30.1,3.4,"[""Preheat oven to 350\u00b0F."", ""Use non-stick cooking spray to coat the sides & bottom of a 13x9x2 inch baking pan (this recipe was tested with the Perfect Brownie Pan)."", ""In large bowl, stir together sugars, cocoa, flour, baking powder, salt and pumpkin pie spice.  Set aside."", ""In small bowl stir together pumpkin puree, melted butter, eggs and vanilla."", ""Make a well in the center of the dry ingredients and pour the wet ingredients into it."", ""Stir until combined.  (It'll feel like a lot of stirring and look like too much dry ingredients but it'll come together into a thick batter.)."", ""Spread the batter into prepared pan and bake for 28-30 minutes or until a toothpick comes out slightly sticky, but not wet."", ""Cool in pan on a wire rack."", ""For Frosting:."", ""In small bowl beat together melted butter, cocoa, corn syrup and vanilla."", ""Add powdered sugar and one teaspoon of the hot water."", ""Beat until smooth and until desired consistency is reached, adding the rest of the hot water as needed."", ""Spread onto cooled brownies.""]"
254042,Orange Lace Cookies,5,15,20,"[""sugar"", ""flour"", ""orange, juice of"", ""unsalted butter"", ""orange zest""]","[""1 1/2"", ""1"", ""1/4"", ""1"", ""8"", ""2""]","[""Dessert"", ""Cookie & Brownie"", ""< 30 Mins"", ""Easy""]",[],Drop Cookies,369.5,20.7,8.0,30.5,60.2,45.0,2.2,39.2,4.4,"[""In large bowl combine sugar, almonds and flour."", ""Make well in center and pour in orange juice and melted cooled butter."", ""Mix in grated zest."", ""Using a teaspoon, make uniform mounds at least 2-inches apart on a buttered baking sheet."", ""Press tops lightly with fork dipped in cold water and bake in preheated 400 oven 5-7 minutes or until edges are lightly browned."", ""Remove from oven and let rest in pan until slightly firm (about 1 minute)."", ""Working quickly, use a spatula to drape cookies over rolling pin - cool on rolling pin to form curved cookie."", ""Store in airtight container.""]"
251656,Coffee Frapp&eacute; - South Beach,,10,10,"[""very strong coffee"", ""nonfat milk"", ""sugar substitute""]","[""1"", ""3/4"", ""1/2"", ""2"", ""1"", ""2""]","[""< 15 Mins"", ""Small Appliance"", ""Easy""]",[],Beverages,109.3,2.4,1.3,6.2,76.3,19.0,0.3,15.2,3.0,"[""Add ice, coffee, milk, sugar substitute, and syrup to a blender."", ""Blend on high speed until mixture is smooth and ice is incorporated."", ""Pour into tall glasses and garnish with whipped topping."", ""Serve immediately.""]"
305828,Tomato Pudding,35,5,40,"[""tomatoes with juice"", ""brown sugar"", ""tomato paste"", ""dry mustard"", ""salt"", ""baking soda"", ""butter"", ""fresh parsley sprig""]","[""2"", ""1"", ""1"", ""2"", ""1"", ""1"", ""3"", ""1/2""]","[""< 60 Mins"", ""Easy""]",[],Vegetable,278.4,12.2,7.4,30.5,991.1,43.6,3.9,36.5,2.8,"[""Grease a 3-quart baking dish. In a bowl, combine tomatoes, sugar, paste, mustard, soda, and salt. Place bread cubes in the baking dish; drizzle with melted butter. Pour tomato mixture over bread. Refrigerate up to 4 hours, if desired."", ""Bake at 375\u00b0 for 35 to 40 minutes, or until hot and bubbly. Garnish with fresh parsley sprigs, if desired."", ""Serves 8 to 10.""]"
193419,Baked Corn (Kid Friendly),18,5,23,"[""whole kernel corn"", ""garlic powder"", ""butter"", ""margarine"", ""milk""]","[""1"", ""1/4"", ""1/8"", ""2"", ""1/2""]","[""Vegetable"", ""Kid Friendly"", ""< 30 Mins""]",[],Corn,147.1,6.9,3.8,15.3,422.3,22.1,2.4,2.9,3.2,"[""Preheat oven to 375\u00b0F."", ""Grease 1-quart casserole dish."", ""Drain liquid from corn into a measuring cup."", ""Add enough milk to make 2/3 cup of liquid total."", ""Combine all ingredients into the casserole and mix well until completely blended."", ""Put in oven and bake for 18-20 minutes."", ""Serves 4-6.""]"
274122,Basic Bread,30,20,50,"[""water"", ""active dry yeast"", ""sugar"", ""salt"", ""olive oil"", ""wheat germ""]","[""2"", ""1"", ""1/4"", ""6"", ""1 1/2"", ""1/4"", ""4""]","[""Low Cholesterol"", ""Healthy"", ""< 60 Mins""]",[],Breads,1836.8,34.1,4.8,0.0,1760.6,325.4,11.1,26.2,51.5,"[""n a large bowl (or in the bowl of an electric mixer) whisk together the water, yeast and sugar. Let stand for 10 minutes, or until the yeast looks creamy."", ""Add the remaining ingredients and mix until well blended (or on low for about 2 minutes with a dough hook)."", ""Turn the dough out onto a lightly floured board, and knead, adding more flour if you need, for 10 to 12 minutes, or until the dough is elastic and smooth (or mix on medium for about 8 minutes, until the dough has the same appearance)."", ""Shape the dough into a smooth ball and place in an oiled bowl that allows enough room for the dough to grow. Cover the bowl tightly with film wrap or a damp towel, and set aside to rise for about one hour, or until the dough doubles in size."", ""Turn the dough out onto a lightly floured board, gently flatten the dough, and cut into two equal portions. Shape each portion into a log (I just roll the dough up somewhat tightly) and seal the seam by pressing on it. Place each piece of dough into a greased 9x5\\"", ""lightly spray the tops with pan spray, and cover again with film wrap or a damp towel. Allow the loaves to rise about an hour to an hour and a half, until they are about doubled. Preheat the oven to 350f while the dough is rising."", ""Bake the loaves for 30 to 45 minutes, or until they are a deep golden brown, and sound hollow when the bottoms are thumped (you'll have to tip them out of their pans to test this). I did gently brush the tops of the loaves with egg whites for shine before I baked them."", ""Allow the bread to cool about 30 minutes or longer.""]"
313756,Sausage Zucchini Casserole,30,15,45,"[""green zucchini"", ""pork sausage"", ""onion"", ""thyme"", ""rosemary"", ""Accent seasoning"", ""eggs"", ""cheddar cheese"", ""parmesan cheese""]","[""2"", ""1/2"", ""1/4"", ""1/8"", ""1/8"", ""1/8"", ""1/8"", ""2"", ""1/2"", ""1/2""]","[""Vegetable"", ""Meat"", ""< 60 Mins"", ""Easy""]",[],Pork,360.1,23.4,9.0,161.4,605.5,18.7,3.2,5.5,19.9,"[""Parboil zucchini. Saut\u00e9 pork sausage and onions drain off fat."", ""Combine zucchini, sausage, onions, spices and eggs in a casserole dish. Top with bread crumbs and cheese. Bake at 350 degrees for 30 minute Serves 4-6.""]"
299165,Southern Baked Corn,60,60,120,"[""bacon fat"", ""butter"", ""fresh corn"", ""heavy cream"", ""milk""]","[""2"", ""2"", ""10"", ""1/8""]","[""Vegetable"", ""< 4 Hours""]",[],Corn,247.5,8.5,4.1,15.6,82.7,43.2,6.1,7.6,7.6,"[""Clean corn - shuck, remove silk."", ""With a paring knife, run down all the kernels to the cob.  Do this over a bowl as you want to keep the milk."", ""Using a mandolin w/grater blade (cheese grater will work if you don't have a mandolin), grate corn into same bowl with the corn milk.  Did I mention messy?  One pass won't do.  Grate until you've gotten all you can from the corn.  This can be done a day ahead."", ""OK, now the hard and time consuming part is done!  Yeah!"", ""In an iron skillet, heat bacon fat and then add butter.  Don't want to get too hot here, don't want to burn the butter."", ""Mix hard-earned corn with dairy, salt & pepper."", ""Add to skillet."", ""Cook on stove top (low to medium-low) for about 20  minutes, stirring from time to time."", ""Put skillet in a 350 oven for 25/30 minutes."", ""Remove from oven and let set.  Serve and enjoy."", ""I have no knowledge of how this will turn out using something other than an iron skillet.""]"
